Produs,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
American Triple Cheese Veg,0.020124336334172214,3.1159302875930164e-05,0.0005202777890265744,0.0036647638305311358,0.0002740929282789157,0.00010490684513372009,0.0011940389605062981,0.04578144189697193,0.005119140363093849,0.020647839796076924
Cheese Lava Burger,0.026185387931852617,0.0048856255457262205,3.5077642504407686e-05,0.011668310081240585,4.2357801024038143e-05,0.01254341486017344,0.018054539684193127,0.009942457463619344,0.0001784982266229703,0.0069017255351673116
Chicken Cheese Lava Burger,0.06418215532856243,0.0042503924112231575,4.431657556712696e-06,0.004104366144957805,0.0008443088971038135,0.0019189595707218305,0.008043977852083464,0.038804765023200676,0.0006063125028103488,0.023769612253367378
Chunky Chipotle American Burger Chicken,0.04712703394319672,0.0005427994679995661,3.573076026004148e-05,0.008147191193098273,0.03168504946108321,0.10023536430121595,0.04033416721652971,0.0003475093380206805,6.401004935045817e-05,0.0003938794246000572
McSpicy Premium Chicken Burger,0.06201120940696205,0.0033250968684327346,0.009481596200512065,0.13645634737640877,0.005839467881092085,0.0006179318928686228,0.01848706012086002,0.002411539465633473,0.0044873391461341785,0.01830229207967181
McSpicy Premium Veg Burger,0.040547953843837144,1.304896815180194e-05,0.0003794917162383425,0.01478755811952253,0.016957554690769035,0.02218825717751686,0.03035256820463832,0.002131492438337376,0.007291169170424219,0.005353165285759315
Piri piri Mc Spicy Chicken Burger,0.005634275402265498,0.0001874265378713551,1.5640151587665766e-05,0.003118429898786673,0.005553318361320111,0.0005059787015761498,0.12612923948537275,0.0020986558348040515,0.19466191126668594,0.013011998775318452
Piri piri Mc Spicy Veg Burger,0.009170786705968548,0.0008204556920723658,0.00028264468481490435,0.008864236564718417,0.025902374499614363,0.0029967659687174983,0.005126035436732629,0.024714916047864334,0.013900663876126916,0.009256320213121247
Cheesy Veg Nuggets (6pc),0.0003119124022046466,0.0035007746436003092,0.00040961109159163634,0.0029712461708955745,0.00110545087556972,2.9967960823569306e-06,0.0022212787440142466,0.0016636655200497363,0.0014076915041423088,0.0006172980520797667
Cheesy Veg Nuggets (9pc),0.005195368211225545,0.0016097022717642755,0.0005983364611842419,0.00525469336736434,0.00345241608371027,0.0001827987763152713,0.002835093927526662,0.003823933257927891,0.002941056132229014,0.00022073717739280518
Small Coca-Cola,0.006600661187483124,0.003519051505683918,0.000233449169337073,0.000882080283691605,0.00172314663220578,0.0024111047172999333,0.0022121154589492035,9.17378983410445e-06,0.0009433039084810385,0.000995878146804563
Medium Coca-Cola,0.006000538477036632,0.014177806798590752,0.0006542505724630693,0.002314503604873044,0.002565395980868828,0.0035430791821319005,0.0026631491143847105,1.569292728486086e-05,0.001672069633199126,0.0007038147690031334
Large Coca-Cola,0.005111162165675245,0.045544284179451014,0.0017506236095920552,0.00595626192163668,0.004235504029049589,0.00577276491596278,0.003460625902725166,2.9519381572921788e-05,0.00324410858181134,0.00034555512989400397
Small Fanta orange,0.006152466998338808,0.007669588637844745,0.00042529697024248393,0.0014739207448272206,0.0025162802989266595,0.003400504957673752,0.00303406465194732,1.841522337704195e-07,0.00041724631648754865,0.0005640269178665594
Medium Fanta Orange,0.0054148204727356595,0.024997206563850145,0.0010864126814298747,0.003614088391995978,0.003919066336697782,0.00521990391628372,0.00393455766563413,1.3675556305158956e-07,0.0007117851043570154,0.0002478112242089701
Large Fanta orange,0.004345952191241238,0.07261211526675855,0.0027501646162056753,0.008915300188231817,0.006764325269551881,0.008883574702751794,0.005594529019975613,7.581560870648963e-08,0.0013357605387608177,9.595287498768201e-06
Small Thums-up,0.006715979641176656,0.002028814853157219,0.00016664759610350978,0.0006399662942906553,0.0016131751704997047,0.0022506587689828544,0.002216446522688914,4.918315799234716e-06,0.0006431267783987424,0.0010054375502106748
Medium Thums-up,0.00615272641970365,0.009869123161807502,0.0004974840996276094,0.0017663038223254145,0.0023804443978039783,0.003275047883991021,0.00266974547798418,8.069709797352513e-06,0.0011218785446758665,0.0007149197303986752
Large Thums-up,0.005313559485809362,0.03425533644643875,0.0013792982549840234,0.00468443996348263,0.0038950124853313938,0.005282698241407865,0.0034714654088975525,1.4620020367223857e-05,0.0021468862613162132,0.00035676350323181365
Small Sprite,0.00656705233259183,0.005433126040034465,0.00030388744556387207,0.0011657119844283319,0.0016582201481006023,0.0023672721644227056,0.0019420593945411364,2.8657852467169707e-05,0.0019002444031818286,0.0011626099809846952
