Produs,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
Sprite Float,0.6434775288349062,0.32157291638024343,0.005260726553088449,0.017327498985948323,0.004146981370581289,0.007536282809067052,0.00030155141217580217,0.00011287067538387805,0.00017918210295354159,8.446087565206144e-05
Coke Zero Can,0.6311516696580777,0.35622550513759316,0.002093158132375174,0.003974201450894646,0.002536765799102427,0.0016396248699698946,0.002189186645798453,2.8764682472782105e-06,4.651746073942224e-05,0.00014049437720188487
Vedica Natural Mineral Water,0.636668874876379,0.3522701550939158,0.002197689802519867,0.0038880956163738337,0.0018186386353889797,0.0012784793073358652,0.001745015996693278,7.19138992277449e-08,4.938955081676107e-06,0.00012803980241258696
Mustard diping sauce,0.6063855525914206,0.31546736772350376,1.9472020019797536e-05,0.021870021705373884,0.001020635624527176,0.008610128269478299,0.024759043502926414,0.011066012277939165,0.00976106655544017,0.0010406997293707812
BBQ diping sauce,0.7548055770698474,0.21216446690861182,0.0009984412995627464,0.005548965308062455,0.017533129170036448,0.0012803922190322136,4.5927938330945674e-05,9.964004307635906e-06,0.007613096657000753,3.942520748694345e-08
Chilli Sauce,0.6584703862652282,0.3253565156773343,0.0015771918293027319,0.003397316363750372,0.005112217336331977,0.0022765982652273296,0.0031286898808409328,4.427812298575515e-05,0.0005736076436005799,6.319861539775054e-05
Piri Piri Mix,0.4919930927302986,0.3949921043149478,0.0004734272888595452,0.005770164914116393,0.04245761213132675,0.015375989561023777,0.016852088688809757,0.001755578702438058,0.03028909584803259,4.084582014681368e-05
Tomato Ketchup Sachets,0.20640437796014746,0.30326115140719884,0.00017811759239343714,0.03351660197695639,0.001076508363018729,0.005357725523791202,0.049560847967498774,0.35817985712422806,0.014434882812394394,0.028029929272372984
Maple Syrup,0.905387875550632,0.032108553916663125,0.0004395978929296656,0.001942809655296076,0.015551852044929416,0.02182053774335329,0.010623289219438193,0.0004905086441243523,0.01163142059747571,3.554735157933467e-06
Cheese Slice,0.41096768472003053,0.5469185986775721,0.007663025431410287,0.0036846594984154433,0.0036982247304640278,0.01833032938260688,0.007374288063597487,0.0002110282722781279,0.0009981179324651597,0.00015404329116000675
Sweet Corn,0.648418302493537,0.3366464828853127,0.0024342967179819854,0.005641561232321228,0.0050056343010581004,0.0006174477699540249,0.0005874981093843157,5.293401542574662e-06,0.0005673236503922542,7.615943851601916e-05
Mixed Fruit Beverage,0.8099699394805263,0.08835765182019896,0.0009789062832344846,0.0035505366231393005,0.005949290413173886,0.019487305569127016,0.03719630867509895,0.0032017222075637593,0.03128788331817883,2.0455609758426266e-05
