Produs,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10
Regular McFlurry - Oreo,0.4753247348606016,0.5090051154058456,0.0017352235983694147,0.0014602420080500071,0.008624423165245514,0.0006963575573656235,0.0007473858571556982,0.002069039899830117,4.154500760487881e-05,0.00029593263993143477
American Triple Cheese Chicken,0.8952235511100057,0.022860065416212924,0.0017917242003434172,0.0015139931262224723,0.005790657689808406,0.05758527531121865,0.00032654593042439885,0.006562545116646833,0.007961109532577034,0.00038453256654013803
American Triple Cheese Veg,0.9410530424530008,0.0007060549209452745,0.005109097216614495,0.025192281350569584,0.0009408677125065516,0.00016588323503689682,0.001001140229097937,0.022743439108001442,0.002264963684979223,0.0008232300892477793
Cheese Lava Burger,0.8409015481301835,0.07602641868332577,0.00023655540840539997,0.05508369575159967,9.985222440517736e-05,0.013620970728166001,0.010395764656956125,0.003391985717132119,5.423650737291582e-05,0.0001889721924534106
Chicken Cheese Lava Burger,0.9500667966882302,0.03048787015601608,1.3775976138522827e-05,0.00893130476504005,0.0009174436675818299,0.0009605319199954833,0.0021349838229267155,0.006102377002506497,8.491961890026225e-05,0.0002999963826642929
Chunky Chipotle American Burger Chicken,0.8562572691533924,0.004778942366255839,0.00013633041779900315,0.021760608807236216,0.04225973331213418,0.06158306086978312,0.013139872100242443,6.707717702586893e-05,1.1004086499118986e-05,6.1017096317914975e-06
McSpicy Premium Chicken Burger,0.7165785275620974,0.018618989462883647,0.02300866330933233,0.23180153102341958,0.004953418949543649,0.00024145729613759414,0.0038304105213795557,0.0002960479757944816,0.0004906300589664427,0.00018032384044522305
McSpicy Premium Veg Burger,0.8922754129650078,0.0001391439632078632,0.0017536730474593423,0.0478360615851822,0.027392483412236133,0.016510465082851266,0.011975931560961958,0.0004982965866963543,0.001518094569532079,0.00010043722686513926
Piri piri Mc Spicy Chicken Burger,0.5242008375568493,0.008449848794647658,0.00030557438163434313,0.04265054588691221,0.037927167441771076,0.0015918348515639705,0.21040656943939268,0.0020743163747514786,0.17136111982821048,0.001032185444266916
Piri piri Mc Spicy Veg Burger,0.682988827866071,0.029608769203271133,0.004420426504736191,0.09704592725597871,0.14160701999311637,0.007546854354075083,0.006844984836308716,0.019554210228066533,0.009795220532718142,0.0005877592256581616
Cheesy Veg Nuggets (6pc),0.11622524410407561,0.6321064089610248,0.03205205476408175,0.16275540790842702,0.03023747135606534,3.7759927291446695e-05,0.014840712900946223,0.006585791433651389,0.004963030937079366,0.0001961177073570429
Cheesy Veg Nuggets (9pc),0.7163474033944734,0.10755017730280332,0.01732483755740378,0.10650836202943166,0.03494368388222226,0.0008522887894011944,0.007009042434654162,0.005601338198364744,0.003836916437626043,2.5949973619523794e-05
Small Coca-Cola,0.7550390492928725,0.19505891805707554,0.005607775896670608,0.014832660495832584,0.01446912958502772,0.009326188271435878,0.004537050802879067,1.1148203613695681e-05,0.0010209518852382863,9.712750935418864e-05
Medium Coca-Cola,0.4373314438353632,0.500711710179769,0.010013385468878956,0.024797466364603105,0.013725023207190297,0.00873187421198959,0.0034801650588412274,1.2150623805679543e-05,0.0011530456667152799,4.37353828435337e-05
Large Coca-Cola,0.17610525004616492,0.7604046063653019,0.012666649947675123,0.03016861685617873,0.010712625939086987,0.00672577986309303,0.002137918652769913,1.0805230387933641e-05,0.0010575957431835654,1.0151356157801012e-05
Small Fanta orange,0.5840884971522816,0.3528252411553221,0.008478870338537395,0.020569913305858684,0.01753584008597991,0.010916386571317903,0.005164616408520459,1.8572932712582627e-07,0.00037479478667241543,4.565446618249006e-05
Medium Fanta Orange,0.2875804984193185,0.6433170536800832,0.012116760972614004,0.02821649784101145,0.01527904404767224,0.009374411475311591,0.003746753864205507,7.716040619689825e-08,0.0003576810521226015,1.1221487254748846e-05
Large Fanta orange,0.10266895250243277,0.8312305387315687,0.013643607628420323,0.030961295675814744,0.011730509294886254,0.0070965632663386536,0.002369744897802057,1.902772851321726e-08,0.0002985757042028491,1.9327080520428946e-07
Small Thums-up,0.8322754436230853,0.12183114929012147,0.00433683708237993,0.011658529620110087,0.014674977269644807,0.009431342106022547,0.004924916216062112,6.475126454416264e-06,0.0007540948456304095,0.00010623482048904209
Medium Thums-up,0.5284114997415168,0.4107158282408093,0.008972226009617333,0.022299700689065564,0.015007242351213264,0.009511049534565615,0.004111103349749407,7.36269323845385e-06,0.0009116374709457906,5.2349919278525335e-05
Large Thums-up,0.22670136896405188,0.7081985750632331,0.012357855905720616,0.029380233455253882,0.012198758912185336,0.00762132589565612,0.0026556162481021473,6.626599248201052e-06,0.0008666610963006783,1.2977860247871575e-05
Small Sprite,0.6776554036616416,0.2716729659506299,0.006585178196562315,0.01768311043642582,0.012560843791728938,0.008260241668730984,0.0035932283355298625,3.1416384578315366e-05,0.001855323134653159,0.00010228843951922683
Medium Sprite,0.3656953270617308,0.5743933592369839,0.010511728586064152,0.026559838942652243,0.011069892822937433,0.0072037536686982186,0.002485014817677862,3.355185578306777e-05,0.002000304097837959,4.7228909634435296e-05
Large Sprite,0.14209646760038455,0.7978158243099333,0.012558142459133004,0.03057060724718518,0.008328313650455764,0.00536210452404024,0.0014136090650509086,3.0144352312149575e-05,0.0018114011082969999,1.3385683207953808e-05
Coke Float,0.7095097906264557,0.2590754242236095,0.004375738643876317,0.015179013027109433,0.003785136630075713,0.007420146772456156,0.0002701981538673344,0.00012181681017712274,0.0001640790923828824,9.865601999002007e-05
Fanta Float,0.5752281885869969,0.38420027109783117,0.0063589959216978804,0.019386278540080664,0.005575673015720722,0.008563416570977578,0.0005459000110964361,6.707363357218452e-05,1.8406254810291664e-05,5.5796367216340885e-05
